id,size
504,57
505,54
506,35
507,53
508,38
509,58
510,17
511,10
512,85
513,16
514,91
515,24
516,57
517,56
518,23
519,62
520,35
521,16
522,31
523,19
524,33
525,60
526,70
527,85
528,60
529,25
530,74
531,28
532,97
533,29
534,35
535,89
536,49
537,69
538,77
539,8
540,76
541,68
542,97
543,82
544,93
545,75
546,50
547,19
548,48
549,66
550,76
551,55
552,58
553,78
554,60
555,42
556,73
557,94
558,80
559,6
560,23
561,11
562,61
563,76
564,92
565,9
566,97
567,55
568,12
569,37
570,62
571,86
572,52
573,80
574,93
575,65
576,60
577,73
578,50
579,29
580,100
581,57
582,9
583,76
584,26
585,35
586,32
587,8
588,96
589,78
590,54
591,30
592,63
593,44
594,81
595,72
596,41
597,37
598,10
599,87
600,30
601,32
602,12
603,78
604,12
605,85
606,98
607,17
608,82
609,63
610,69
611,55
612,83
613,1
614,46
615,78
616,86
617,36
618,12
619,66
620,25
621,97
622,23
623,55
624,44
625,39
626,20
627,52
628,36
629,99
630,98
631,38
632,39
633,48
634,49
635,6
636,43
637,58
638,85
639,51
640,20
641,26
642,42
643,44
644,90
645,52
646,49
647,62
648,51
649,42
650,99
651,43
652,38
653,68
654,55
655,64
656,18
657,46
658,89
659,91
660,1
661,55
662,28
663,65
664,26
665,4
666,12
667,94
668,89
669,2
670,4
671,80
672,53
673,70
674,17
675,72
676,47
677,15
678,77
679,38
680,38
681,63
682,37
683,42
684,9
685,74
686,12
687,72
688,44
689,1
690,82
691,63
692,33
693,74
694,92
695,72
696,9
697,41
698,44
699,91
700,22
701,68
702,14
703,71
704,27
705,93
706,1
707,33
708,94
709,58
710,87
711,56
712,9
713,76
714,72
715,91
716,18
717,92
718,68
719,67
720,19
721,45
722,96
723,91
724,98
725,26
726,66
727,33
728,13
729,79
730,22
731,22
732,25
733,91
734,14
735,82
736,67
737,71
738,37
739,53
740,30
741,14
742,37
743,46
744,77
745,56
746,68
747,41
748,19
749,92
750,39
751,39
752,14
753,74
754,50
755,41
756,80
757,14
758,3
759,17
760,60
761,97
762,35
763,72
764,15
765,72
766,25
767,66
768,46
769,31
770,25
771,12
772,56
773,53
774,41
775,41
776,87
777,43
778,96
779,71
780,38
781,70
782,48
783,30
784,89
785,98
786,62
787,64
788,99
789,98
790,67
791,29
792,21
793,94
794,26
795,95
796,33
797,91
798,72
799,43
800,75
801,7
802,94
803,100
804,10
805,19
806,79
807,31
808,55
809,34
810,21
811,55
812,58
813,10
814,3
815,78
816,24
817,25
818,9
819,37
820,9
821,75
822,18
823,40
824,73
825,61
826,33
827,14
828,6
829,77
830,31
831,28
832,17
833,63
834,86
835,92
836,43
837,5
838,5
839,99
840,53
841,43
842,16
843,54
844,72
845,6
846,49
847,83
848,47
849,62
850,13
851,60
852,38
853,89
854,98
855,38
856,87
857,91
858,34
859,19
860,90
861,91
862,80
863,11
864,92
865,9
866,4
867,73
868,20
869,60
870,69
871,39
872,15
873,54
874,32
875,18
876,46
877,78
878,96
879,9
880,87
881,86
882,80
883,29
884,15
885,94
886,93
887,46
888,9
889,54
890,48
891,62
892,41
893,40
894,83
895,59
896,54
897,60
898,65
899,19
900,3
901,55
902,70
903,65
904,8
905,5
906,66
907,51
908,69
909,82
910,89
911,33
912,77
913,78
914,19
915,76
916,56
917,53
918,24
919,40
920,89
921,15
922,98
923,76
924,8
925,89
926,100
927,87
928,65
929,38
930,42
931,42
932,4
933,12
934,48
935,37
936,97
937,72
938,7
939,64
940,75
941,58
942,3
943,11
944,97
945,15
946,93
947,72
948,66
949,10
950,59
951,47
952,46
953,24
954,14
955,15
956,95
957,65
958,92
959,20
960,38
961,23
962,21
963,90
964,58
965,24
966,94
967,92
968,39
969,44
970,71
971,84
972,52
973,26
974,17
975,48
976,81
977,89
978,37
979,16
980,18
981,79
982,34
983,39
984,84
985,71
986,97
987,95
988,60
989,19
990,41
991,83
992,35
993,2
994,67
995,97
996,74
997,16
998,5
999,21
1000,57
1001,67
1002,17
1003,29
1004,33
1005,27
1006,38
1007,35
1008,21
1009,78
1010,97
1011,18
1012,10
1013,93
1014,30
1015,3
1016,47
1017,30
1018,37
1019,10
1020,13
1021,55
1022,32
1023,64
1024,100
1025,73
1026,53
1027,2
1028,59
1029,99
1030,46
1031,5
1032,25
1033,69
1034,80
1035,60
1036,29
1037,63
1038,50
1039,59
1040,73
1041,67
1042,95
1043,12
1044,50
1045,19
1046,80
1047,93
1048,95
1049,17
1050,44
1051,9
1052,9
1053,58
1054,100
1055,62
1056,28
1057,96
1058,39
1059,10
1060,53
1061,6
1062,87
1063,35
1064,91
1065,66
1066,44
1067,79
1068,8
1069,38
1070,48
1071,53
1072,63
1073,7
1074,83
1075,76
1076,71
1077,91
1078,4
1079,66
1080,91
1081,48
1082,92
1083,27
1084,39
1085,100
1086,90
1087,23
1088,92
1089,9
1090,96
1091,79
1092,93
1093,8
1094,51
1095,75
1096,81
1097,19
1098,34
1099,24
1100,37
1101,68
1102,32
1103,36
1104,24
1105,80
1106,10
1107,75
1108,39
1109,56
1110,82
1111,41
1112,71
1113,20
1114,72
1115,83
1116,33
1117,64
1118,94
1119,18
1120,47
1121,49
1122,54
1123,19
1124,95
1125,98
1126,13
1127,72
1128,13
1129,48
1130,39
1131,67
1132,1
1133,92
1134,84
1135,66
1136,99
1137,16
1138,4
1139,21
1140,68
1141,2
1142,46
1143,65
1144,88
1145,4
1146,11
1147,40
1148,82
1149,39
1150,75
1151,79
1152,21
1153,41
1154,44
1155,67
1156,23
1157,98
1158,68
1159,38
1160,73
1161,98
1162,63
1163,77
1164,57
1165,26
1166,6
1167,84
1168,47
1169,16
1170,96
1171,65
1172,96
1173,85
1174,35
1175,46
1176,1
1177,53
1178,5
1179,92
1180,49
1181,39
1182,96
1183,70
1184,43
1185,36
1186,78
1187,8
1188,42
1189,13
1190,3
1191,76
1192,77
1193,2
1194,35
1195,83
1196,14
1197,87
1198,70
1199,39
1200,42
1201,11
1202,79
1203,49
1204,22
1205,34
1206,99
1207,92
1208,99
1209,12
1210,73
1211,2
1212,21
1213,36
1214,27
1215,90
1216,17
1217,77
1218,97
1219,58
1220,33
1221,100
1222,90
1223,35
1224,16
1225,83
1226,66
1227,2
1228,8
1229,91
1230,85
1231,17
1232,57
1233,42
1234,47
1235,5
1236,1
1237,53
1238,16
1239,34
1240,9
1241,84
1242,74
1243,48
1244,98
1245,17
1246,33
1247,8
1248,72
1249,48
1250,19
1251,42
1252,13
1253,55
1254,81
1255,32
1256,39
1257,18
1258,50
1259,40
1260,43
1261,45
1262,4
1263,72
1264,39
1265,12
1266,47
1267,22
1268,57
1269,13
1270,76
1271,41
1272,31
1273,66
1274,21
1275,38
1276,58
1277,91
1278,33
1279,74
1280,38
1281,29
1282,97
1283,96
1284,12
1285,89
1286,26
1287,22
1288,39
1289,48
1290,16
1291,93
1292,85
1293,2
1294,44
1295,56
1296,76
1297,40
1298,69
1299,54
1300,60
1301,56
1302,96
1303,49
1304,68
1305,22
1306,13
1307,49
1308,89
1309,33
1310,96
1311,79
1312,63
1313,60
1314,79
1315,76
1316,46
1317,2
1318,3
1319,72
1320,58
1321,72
1322,18
1323,87
1324,88
1325,7
1326,6
1327,12
1328,25
1329,6
1330,18
1331,32
1332,89
1333,49
1334,56
1335,25
1336,51
1337,91
1338,33
1339,30
1340,90
1341,68
1342,72
1343,81
1344,8
1345,71
1346,1
1347,22
1348,6
1349,26
1350,49
1351,77
1352,26
1353,2
1354,67
1355,19
1356,43
1357,8
1358,74
1359,87
1360,93
1361,6
1362,52
1363,8
1364,69
1365,99
1366,11
1367,85
1368,81
1369,83
1370,41
1371,6
1372,21
1373,83
1374,58
1375,5
1376,83
1377,39
1378,25
1379,77
1380,93
1381,32
1382,96
1383,97
1384,38
1385,14
1386,29
1387,40
1388,52
1389,59
1390,69
1391,38
1392,52
1393,52
1394,12
1395,92
1396,88
1397,100
1398,46
1399,94
1400,66
1401,14
1402,47
1403,83
1404,35
1405,71
1406,25
1407,4
1408,42
1409,3
1410,31
1411,51
1412,67
1413,64
1414,22
1415,7
1416,57
1417,79
1418,44
1419,48
1420,48
1421,21
1422,76
1423,24
1424,49
1425,20
1426,33
1427,93
1428,52
1429,38
1430,81
1431,7
1432,36
1433,77
1434,52
1435,28
1436,96
1437,18
1438,42
1439,24
1440,89
1441,9
1442,4
1443,51
1444,73
1445,94
1446,86
1447,87
1448,31
1449,97
1450,55
1451,79
1452,34
1453,45
1454,5
1455,99
1456,73
1457,43
1458,80
1459,31
1460,23
1461,8
1462,63
1463,87
1464,82
1465,1
1466,74
1467,36
1468,26
1469,51
1470,30
1471,34
1472,95
1473,68
1474,58
1475,37
1476,3
1477,87
1478,77
1479,45
1480,20
1481,47
1482,49
1483,97
1484,92
1485,29
1486,31
1487,97
1488,12
1489,50
1490,93
1491,52
1492,97
1493,37
1494,93
1495,66
1496,97
1497,14
1498,60
1499,11
1500,70
1501,79
1502,16
1503,5
1504,49
1505,19
1506,46
1507,10
1508,25
1509,17
1510,67
1511,15
1512,64
1513,62
1514,42
1515,7
1516,74
1517,33
1518,73
1519,48
1520,57
1521,56
1522,90
1523,89
1524,23
1525,75
1526,32
1527,16
1528,85
1529,68
1530,55
1531,56
1532,57
1533,88
1534,73
1535,20
1536,37
1537,34
1538,2
1539,92
1540,58
1541,49
1542,91
1543,13
1544,79
1545,52
1546,77
1547,2
1548,48
1549,18
1550,6
1551,11
1552,42
1553,81
1554,12
1555,93
1556,88
1557,82
1558,69
1559,9
1560,64
1561,54
1562,53
1563,19
1564,10
1565,87
1566,69
1567,81
1568,97
1569,25
1570,91
1571,16
1572,97
1573,42
1574,68
1575,29
1576,73
1577,56
1578,20
1579,65
1580,59
1581,12
1582,5
1583,14
1584,52
1585,28
1586,92
1587,78
1588,94
1589,94
1590,32
1591,44
1592,81
1593,9
1594,40
1595,63
1596,62
1597,64
1598,67
1599,39
1600,95
1601,99
1602,14
1603,64
1604,31
1605,36
1606,7
1607,91
1608,84
1609,14
1610,88
1611,6
1612,49
1613,65
1614,20
1615,56
1616,84
1617,59
1618,25
1619,41
1620,74
1621,62
1622,27
1623,16
1624,73
1625,18
1626,83
1627,72
1628,83
1629,76
1630,53
1631,4
1632,64
1633,36
1634,51
1635,6
1636,81
1637,4
1638,77
1639,41
1640,11
1641,7
1642,8
1643,67
1644,84
1645,46
1646,96
1647,36
1648,63
1649,96
1650,14
1651,18
1652,86
1653,83
1654,28
1655,89
1656,55
1657,8
1658,45
1659,93
1660,25
1661,50
1662,52
1663,73
1664,89
1665,4
1666,19
1667,94
1668,39
1669,77
1670,39
1671,32
1672,98
1673,42
1674,55
1675,38
1676,77
1677,95
1678,97
1679,38
1680,1
1681,10
1682,53
1683,14
1684,100
1685,52
1686,23
1687,67
1688,46
1689,1
1690,69
1691,43
1692,6
1693,33
1694,42
1695,80
1696,51
1697,28
1698,8
1699,84
1700,3
1701,19
1702,60
1703,76
1704,84
1705,13
1706,31
1707,23
1708,44
1709,78
1710,50
1711,98
1712,69
1713,2
1714,2
1715,54
1716,9
1717,47
1718,92
1719,85
1720,53
1721,60
1722,73
1723,76
1724,46
1725,24
1726,50
1727,32
1728,34
1729,99
1730,19
1731,18
1732,54
1733,12
1734,1
1735,53
1736,65
1737,51
1738,55
1739,54
1740,3
1741,12
1742,45
1743,67
1744,70
1745,99
1746,18
1747,57
1748,19
1749,43
1750,29
1751,31
1752,86
1753,72
1754,69
1755,78
1756,82
1757,64
1758,34
1759,79
1760,12
1761,8
1762,23
1763,58
1764,82
1765,16
1766,49
1767,72
1768,98
1769,5
1770,12
1771,51
1772,81
1773,52
1774,62
1775,15
1776,84
1777,66
1778,72
1779,25
1780,75
1781,13
1782,57
1783,12
1784,26
1785,33
1786,93
1787,88
1788,8
1789,57
1790,72
1791,23
1792,6
1793,37
1794,91
1795,40
1796,45
1797,69
1798,61
1799,22
1800,100
1801,97
1802,49
1803,78
1804,25
1805,24
1806,96
1807,88
1808,81
1809,19
1810,27
1811,5
1812,43
1813,45
1814,62
1815,45
1816,64
1817,56
1818,68
1819,33
1820,12
1821,43
1822,77
1823,80
1824,93
1825,9
1826,99
1827,91
1828,84
1829,53
1830,30
1831,48
1832,67
1833,7
1834,7
1835,20
1836,77
1837,54
1838,40
1839,53
1840,52
1841,77
1842,7
1843,3
1844,8
1845,67
1846,13
1847,9
1848,78
1849,77
1850,22
1851,3
1852,68
1853,85
1854,16
1855,30
1856,77
1857,67
1858,75
1859,14
1860,62
1861,85
1862,20
1863,36
1864,34
1865,92
1866,11
1867,32
1868,50
1869,2
1870,73
1871,61
1872,13
1873,58
1874,4
1875,54
1876,30
1877,17
1878,2
1879,58
1880,20
1881,43
1882,70
1883,82
1884,16
1885,50
1886,8
1887,29
1888,49
1889,16
1890,51
1891,37
1892,41
1893,72
1894,95
1895,10
1896,94
1897,41
1898,93
1899,11
1900,58
1901,83
1902,95
1903,41
1904,47
1905,13
1906,30
1907,77
1908,22
1909,94
1910,53
1911,15
1912,20
1913,23
1914,71
1915,71
1916,67
1917,85
1918,17
1919,15
1920,84
1921,48
1922,10
1923,2
1924,26
1925,63
1926,29
1927,40
1928,73
1929,79
1930,77
1931,63
1932,54
1933,13
1934,56
1935,91
1936,59
1937,49
1938,67
1939,15
1940,66
1941,84
1942,24
1943,87
1944,1
1945,65
1946,11
1947,74
1948,12
1949,48
1950,81
1951,10
1952,46
1953,58
1954,24
1955,63
1956,36
1957,36
1958,65
1959,80
1960,58
1961,91
1962,85
1963,70
1964,99
1965,55
1966,40
1967,64
1968,54
1969,97
1970,47
1971,70
1972,81
1973,34
1974,26
1975,29
1976,74
1977,94
1978,68
1979,41
1980,39
1981,45
1982,53
1983,48
1984,17
1985,85
1986,71
1987,90
1988,52
1989,20
1990,48
1991,28
1992,99
1993,72
1994,77
1995,45
1996,18
1997,100
1998,16
1999,21
2000,57
2001,8
2002,81
2003,93
2004,47
2005,76
2006,45
2007,16
2008,5
2009,97
2010,59
2011,26
2012,35
2013,79
2014,100
2015,60
2016,74
2017,19
2018,80
2019,79
2020,58
2021,87
2022,78
2023,1
2024,4
2025,89
2026,100
2027,59
2028,4
2029,44
2030,31
2031,62
2032,27
2033,43
2034,68
2035,10
2036,26
2037,11
2038,56
2039,39
2040,27
2041,57
2042,26
2043,58
2044,37
2045,74
2046,63
2047,32
2048,32
2049,6
2050,89
2051,83
2052,78
2053,72
2054,70
2055,41
2056,4
2057,8
2058,22
2059,11
2060,34
2061,59
2062,9
2063,82
2064,38
2065,54
2066,9
2067,19
2068,56
2069,99
2070,64
2071,17
2072,34
2073,35
2074,87
2075,44
2076,56
2077,67
2078,12
2079,33
2080,38
2081,25
2082,75
2083,100
2084,85
2085,27
2086,29
2087,63
2088,77
2089,48
2090,85
2091,78
2092,40
2093,95
2094,76
2095,97
2096,90
2097,55
2098,2
2099,3
2100,67
2101,83
2102,41
2103,50
2104,1
2105,91
2106,20
2107,43
2108,48
2109,88
2110,5
2111,4
2112,6
2113,57
2114,100
2115,52
2116,56
2117,89
2118,58
2119,7
2120,49
2121,4
2122,64
2123,41
2124,100
2125,5
2126,90
2127,8
2128,48
2129,89
2130,77
2131,35
2132,26
2133,79
2134,4
2135,27
2136,43
2137,89
2138,78
2139,100
2140,49
2141,40
2142,86
2143,98
2144,71
2145,20
2146,96
2147,18
2148,2
2149,94
2150,51
2151,23
2152,5
2153,36
2154,48
2155,25
2156,96
2157,38
2158,70
2159,31
2160,46
2161,83
2162,41
2163,37
2164,57
2165,61
2166,90
2167,91
2168,18
2169,96
2170,70
2171,93
2172,38
2173,50
2174,30
2175,38
2176,31
2177,95
2178,41
2179,17
2180,47
2181,29
2182,84
2183,15
2184,33
2185,19
2186,39
2187,16
2188,9
2189,93
2190,72
2191,53
2192,47
2193,22
2194,83
2195,99
2196,73
2197,73
2198,82
2199,69
2200,81
2201,40
2202,49
2203,38
2204,95
2205,81
2206,2
2207,63
2208,84
2209,61
2210,31
2211,61
2212,34
2213,15
2214,36
2215,87
2216,100
2217,37
2218,22
2219,58
2220,80
2221,53
2222,13
2223,64
2224,82
2225,66
2226,89
2227,83
2228,15
2229,95
2230,49
2231,100
2232,25
2233,23
2234,25
2235,90
2236,41
2237,16
2238,18
2239,24
2240,59
2241,23
2242,19
2243,60
2244,11
2245,22
2246,42
2247,32
2248,53
2249,94
2250,91
2251,43
2252,64
2253,88
2254,95
2255,56
2256,85
2257,69
2258,10
2259,70
2260,17
2261,83
2262,80
2263,84
2264,38
2265,65
2266,48
2267,15
2268,77
2269,26
2270,84
2271,1
2272,38
2273,34
2274,60
2275,97
2276,24
2277,25
2278,94
2279,41
2280,63
2281,22
2282,30
2283,98
2284,78
2285,8
2286,19
2287,8
2288,88
2289,27
2290,60
2291,54
2292,19
2293,36
2294,6
2295,34
2296,71
2297,77
2298,91
2299,60
2300,73
2301,87
2302,21
2303,59
2304,21
2305,28
2306,73
2307,14
2308,82
2309,18
2310,31
2311,59
2312,58
2313,32
2314,13
2315,15
2316,31
2317,16
2318,25
2319,55
2320,70
2321,49
2322,52
2323,73
2324,47
2325,2
2326,26
2327,1
2328,78
2329,62
2330,76
2331,78
2332,38
2333,16
2334,69
2335,60
2336,30
2337,91
2338,62
2339,35
2340,77
2341,2
2342,48
2343,33
2344,29
2345,84
2346,73
2347,66
2348,5
2349,17
2350,94
2351,63
2352,7
2353,85
2354,37
2355,70
2356,24
2357,61
2358,19
2359,70
2360,98
2361,6
2362,6
2363,8
2364,12
2365,42
2366,48
2367,33
2368,7
2369,10
2370,3
2371,43
2372,72
2373,37
2374,97
2375,90
2376,48
2377,52
2378,3
2379,77
2380,67
2381,24
2382,55
2383,28
2384,62
2385,15
2386,6
2387,27
2388,12
2389,86
2390,36
2391,55
2392,25
2393,80
2394,35
2395,64
2396,48
2397,61
2398,59
2399,92
2400,64
2401,92
2402,70
2403,81
2404,80
2405,72
2406,64
2407,76
2408,66
2409,48
2410,39
2411,51
2412,66
2413,53
2414,27
2415,80
2416,64
2417,63
2418,15
2419,87
2420,46
2421,19
2422,89
2423,40
2424,43
2425,78
2426,71
2427,44
2428,76
2429,73
2430,38
2431,65
2432,38
2433,19
2434,23
2435,62
2436,31
2437,5
2438,15
2439,77
2440,75
2441,77
2442,79
2443,11
2444,44
2445,45
2446,93
2447,80
2448,18
2449,3
2450,44
2451,66
2452,16
2453,27
2454,22
2455,48
2456,6
2457,25
2458,62
2459,33
2460,9
2461,1
2462,1
2463,52
2464,81
2465,87
2466,52
2467,33
2468,90
2469,65
2470,2
2471,90
2472,69
2473,71
2474,96
2475,57
2476,36
2477,91
2478,72
2479,40
2480,27
2481,42
2482,75
2483,14
2484,65
2485,90
2486,22
2487,84
2488,91
2489,19
2490,35
2491,76
2492,36
2493,92
2494,48
2495,25
2496,51
2497,99
2498,80
2499,8
2500,50
2501,10
2502,34
2503,5
2504,83
2505,2
2506,43
2507,56
2508,10
2509,37
2510,44
2511,36
2512,64
2513,51
2514,41
2515,100
2516,9
2517,4
2518,6
2519,57
2520,45
2521,23
2522,64
2523,49
2524,5
2525,35
2526,95
2527,25
2528,90
2529,25
2530,28
2531,44
2532,71
2533,15
2534,26
2535,75
2536,92
2537,43
2538,29
2539,31
2540,54
2541,95
2542,17
2543,74
2544,42
2545,63
2546,34
2547,70
2548,36
2549,19
2550,34
2551,37
2552,65
2553,34
2554,87
2555,91
2556,83
2557,16
2558,65
2559,36
2560,47
2561,22
2562,10
2563,40
2564,12
2565,10
2566,83
2567,8
2568,21
2569,44
2570,4
2571,69
2572,72
2573,100
2574,93
2575,25
2576,12
2577,58
2578,85
2579,92
2580,99
2581,88
2582,11
2583,15
2584,65
2585,87
2586,5
2587,27
2588,82
2589,38
2590,22
2591,62
2592,69
2593,77
2594,53
2595,7
2596,32
2597,12
2598,62
2599,46
2600,82
2601,57
2602,79
2603,50
2604,35
2605,97
2606,17
2607,18
2608,88
2609,84
2610,13
2611,57
2612,55
2613,76
2614,17
2615,86
2616,19
2617,4
2618,6
2619,1
2620,56
2621,19
2622,46
2623,74
2624,68
2625,65
2626,24
2627,71
2628,52
2629,51
2630,30
2631,32
2632,6
2633,51
2634,4
2635,14
2636,66
2637,70
2638,10
2639,62
2640,32
2641,68
2642,59
2643,87
2644,12
2645,13
2646,22
2647,19
2648,87
2649,22
2650,74
2651,44
2652,20
2653,48
2654,21
2655,94
2656,44
2657,53
2658,87
2659,26
2660,57
2661,69
2662,89
2663,56
2664,73
2665,97
2666,86
2667,100
2668,15
2669,61
2670,1
2671,45
2672,15
2673,25
2674,57
2675,53
2676,31
2677,43
2678,88
2679,88
2680,6
2681,32
2682,80
2683,45
2684,77
2685,82
2686,39
2687,67
2688,57
2689,49
2690,47
2691,99
2692,66
2693,14
2694,54
2695,11
2696,57
2697,95
2698,51
2699,49
2700,47
2701,82
2702,77
2703,76
2704,92
2705,5
2706,31
2707,84
2708,41
2709,55
2710,93
2711,74
2712,95
2713,74
2714,4
2715,85
2716,60
2717,32
2718,47
2719,53
2720,56
2721,85
2722,5
2723,33
2724,96
2725,14
2726,8
2727,98
2728,93
2729,18
2730,8
2731,91
2732,28
2733,75
2734,36
2735,44
2736,23
2737,84
2738,48
2739,83
2740,44
2741,80
2742,15
2743,47
2744,73
2745,19
2746,1
2747,38
2748,38
2749,32
2750,54
2751,69
2752,8
2753,39
2754,97
2755,51
2756,6
2757,61
2758,71
2759,66
2760,59
2761,99
2762,14
2763,40
2764,94
2765,72
2766,63
2767,98
2768,62
2769,79
2770,40
2771,15
2772,69
2773,20
2774,60
2775,20
2776,90
2777,10
2778,36
2779,50
2780,57
2781,64
2782,48
2783,26
2784,93
2785,90
2786,58
2787,58
2788,48
2789,63
2790,20
2791,62
2792,14
2793,64
2794,64
2795,29
2796,37
2797,60
2798,1
2799,28
2800,83
2801,59
2802,41
2803,54
2804,1
2805,54
2806,54
2807,72
2808,55
2809,30
2810,92
2811,94
2812,7
2813,31
2814,83
2815,23
2816,36
2817,89
2818,29
2819,6
2820,71
2821,19
2822,19
2823,55
2824,8
2825,42
2826,46
2827,66
2828,27
2829,47
2830,86
2831,79
2832,27
2833,64
2834,71
2835,96
2836,45
2837,16
2838,9
2839,45
2840,25
2841,7
2842,95
2843,4
2844,30
2845,43
2846,63
2847,36
2848,89
2849,17
2850,95
2851,77
2852,40
2853,100
2854,25
2855,29
2856,72
2857,52
2858,35
2859,68
2860,47
2861,100
2862,38
2863,10
2864,99
2865,49
2866,61
2867,89
2868,52
2869,30
2870,7
2871,5
2872,64
2873,78
2874,13
2875,14
2876,58
2877,87
2878,6
2879,70
2880,35
2881,21
2882,36
2883,98
2884,38
2885,32
2886,23
2887,14
2888,3
2889,48
2890,2
2891,52
2892,90
2893,57
2894,88
2895,72
2896,5
2897,100
2898,54
2899,86
2900,61
2901,67
2902,94
2903,59
2904,57
2905,86
2906,4
2907,64
2908,29
2909,77
2910,38
2911,56
2912,70
2913,45
2914,36
2915,53
2916,65
2917,31
2918,47
2919,63
2920,27
2921,29
2922,69
2923,82
2924,19
2925,74
2926,27
2927,89
2928,18
2929,66
2930,58
2931,90
2932,40
2933,90
2934,67
2935,55
2936,57
2937,37
2938,15
2939,55
2940,33
2941,91
2942,25
2943,3
2944,21
2945,35
2946,16
2947,68
2948,23
2949,12
2950,26
2951,99
2952,68
2953,40
2954,50
2955,13
2956,49
2957,64
2958,52
2959,11
2960,89
2961,51
2962,79
2963,67
2964,51
2965,9
2966,26
2967,56
2968,74
2969,28
2970,90
2971,43
2972,66
2973,11
2974,49
2975,27
2976,18
2977,42
2978,91
2979,84
2980,38
2981,61
2982,30
2983,32
2984,59
2985,83
2986,10
2987,85
2988,83
2989,44
2990,80
2991,75
2992,91
2993,11
2994,56
2995,23
2996,35
2997,96
2998,89
